data,regiao,id_cliente,nome_cliente,produto,categoria,valor,renda_mensal
2024-02-26,Sudeste,29,Cliente 029,Produto_04,Bebidas,34.66,6319.21
2024-02-26,Norte,115,Cliente 115,Produto_03,Bebidas,169.84,6458.49
2024-02-26,Nordeste,21,Cliente 021,Produto_11,Higiene,113.83,321.16
2024-02-26,Norte,34,Cliente 034,Produto_12,Limpeza,122.51,2635.14
2024-02-26,Nordeste,99,Cliente 099,Produto_05,Alimentos,126.6,2284.33
2024-02-26,Norte,39,Cliente 039,Produto_06,Alimentos,133.57,4429.44
2024-02-26,Nordeste,61,Cliente 061,Produto_12,Limpeza,104.33,2525.26
2024-02-26,Norte,39,Cliente 039,Produto_05,Alimentos,127.95,4429.44
2024-02-26,Centro-Oeste,114,Cliente 114,Produto_01,Bebidas,93.62,627.32
2024-02-26,Sudeste,101,Cliente 101,Produto_08,Alimentos,224.62,4579.22
2024-02-26,Nordeste,14,Cliente 014,Produto_10,Higiene,118.47,3040.37
2024-02-26,Nordeste,16,Cliente 016,Produto_05,Alimentos,132.1,1770.69
2024-02-26,Centro-Oeste,55,Cliente 055,Produto_03,Bebidas,70.58,4868.09
2024-02-26,Centro-Oeste,93,Cliente 093,Produto_10,Higiene,150.32,4060.47
2024-02-26,Centro-Oeste,90,Cliente 090,Produto_08,Alimentos,148.32,1692.94
2024-02-27,Norte,100,Cliente 100,Produto_09,Higiene,131.25,3610.95
2024-02-27,Sul,81,Cliente 081,Produto_01,Bebidas,29.76,3635.87
2024-02-27,Norte,100,Cliente 100,Produto_05,Alimentos,69.72,3610.95
2024-02-27,Sudeste,33,Cliente 033,Produto_12,Limpeza,160.26,538.98
2024-02-27,Norte,71,Cliente 071,Produto_07,Alimentos,80.84,1192.59
2024-02-27,Sudeste,51,Cliente 051,Produto_06,Alimentos,121.41,8133.11
2024-02-27,Centro-Oeste,109,Cliente 109,Produto_03,Bebidas,145.39,1364.75
2024-02-27,Norte,39,Cliente 039,Produto_09,Higiene,85.62,4429.44
2024-02-27,Sul,97,Cliente 097,Produto_06,Alimentos,29.28,2878.73
2024-02-27,Norte,77,Cliente 077,Produto_02,Bebidas,33.58,2614.42
2024-02-27,Centro-Oeste,112,Cliente 112,Produto_08,Alimentos,151.68,994.71
2024-02-27,Sudeste,101,Cliente 101,Produto_10,Higiene,141.07,4579.22
2024-02-27,Centro-Oeste,7,Cliente 007,Produto_11,Higiene,146.57,4724.66
2024-02-27,Sudeste,29,Cliente 029,Produto_01,Bebidas,244.88,6319.21
2024-02-27,Norte,111,Cliente 111,Produto_13,Limpeza,237.13,4320.1
2024-02-27,Norte,105,Cliente 105,Produto_06,Alimentos,215.43,4731.94
2024-02-27,Sudeste,51,Cliente 051,Produto_01,Bebidas,91.47,8133.11
2024-02-27,Sudeste,32,Cliente 032,Produto_09,Higiene,95.42,1555.9
2024-02-27,Norte,102,Cliente 102,Produto_14,Limpeza,45.87,1688.45
2024-02-27,Centro-Oeste,31,Cliente 031,Produto_06,Alimentos,157.59,1030.59
2024-02-27,Sul,113,Cliente 113,Produto_10,Higiene,156.56,7180.73
2024-02-27,Sudeste,79,Cliente 079,Produto_11,Higiene,79.67,5238.49
2024-02-27,Centro-Oeste,114,Cliente 114,Produto_05,Alimentos,153.02,627.32
2024-02-27,Norte,92,Cliente 092,Produto_01,Bebidas,101.61,1354.9
2024-02-27,Sudeste,108,Cliente 108,Produto_08,Alimentos,259.12,5843.4
2024-02-27,Sul,36,Cliente 036,Produto_11,Higiene,61.36,6862.81
2024-02-27,Nordeste,74,Cliente 074,Produto_01,Bebidas,184.39,780.38
2024-02-27,Centro-Oeste,8,Cliente 008,Produto_10,Higiene,149.47,3192.19
2024-02-27,Sudeste,29,Cliente 029,Produto_10,Higiene,189.6,6319.21
2024-02-27,Norte,100,Cliente 100,Produto_10,Higiene,153.7,3610.95
2024-02-27,Sudeste,50,Cliente 050,Produto_02,Bebidas,179.75,1356.13
2024-02-27,Norte,46,Cliente 046,Produto_08,Alimentos,80.44,3120.34
2024-02-27,Norte,87,Cliente 087,Produto_14,Limpeza,75.89,2068.87
2024-02-27,Sul,75,Cliente 075,Produto_13,Limpeza,153.0,1149.31
2024-02-27,Sul,48,Cliente 048,Produto_03,Bebidas,51.28,2977.27
2024-02-27,Norte,92,Cliente 092,Produto_09,Higiene,83.74,1354.9
2024-02-27,Nordeste,44,Cliente 044,Produto_10,Higiene,110.46,4340.18
2024-02-27,Sudeste,32,Cliente 032,Produto_04,Bebidas,80.73,1555.9
2024-02-27,Centro-Oeste,8,Cliente 008,Produto_01,Bebidas,129.43,3192.19
2024-02-28,Norte,24,Cliente 024,Produto_06,Alimentos,74.3,10947.0
2024-02-28,Sudeste,62,Cliente 062,Produto_07,Alimentos,96.34,6503.29
2024-02-28,Centro-Oeste,12,Cliente 012,Produto_09,Higiene,155.26,1917.65
2024-02-28,Sudeste,41,Cliente 041,Produto_04,Bebidas,7.91,500.37
2024-02-28,Nordeste,98,Cliente 098,Produto_13,Limpeza,158.86,1257.91
2024-02-28,Norte,115,Cliente 115,Produto_09,Higiene,35.39,6458.49
2024-02-28,Sudeste,52,Cliente 052,Produto_12,Limpeza,143.83,3534.41
2024-02-28,Norte,100,Cliente 100,Produto_02,Bebidas,72.13,3610.95
2024-02-28,Sul,63,Cliente 063,Produto_03,Bebidas,139.3,3917.87
2024-02-28,Norte,92,Cliente 092,Produto_05,Alimentos,133.06,1354.9
2024-02-28,Nordeste,117,Cliente 117,Produto_13,Limpeza,119.0,1040.31
2024-02-28,Norte,24,Cliente 024,Produto_08,Alimentos,105.3,10947.0
2024-02-28,Nordeste,64,Cliente 064,Produto_09,Higiene,147.53,1180.38
2024-02-28,Centro-Oeste,118,Cliente 118,Produto_12,Limpeza,133.09,3505.88
2024-02-28,Sudeste,89,Cliente 089,Produto_10,Higiene,100.2,347.23
2024-02-28,Sudeste,32,Cliente 032,Produto_14,Limpeza,59.97,1555.9
2024-02-28,Nordeste,104,Cliente 104,Produto_07,Alimentos,175.34,766.96
2024-02-28,Centro-Oeste,112,Cliente 112,Produto_09,Higiene,102.32,994.71
2024-02-28,Nordeste,60,Cliente 060,Produto_09,Higiene,32.95,3220.54
2024-02-28,Sudeste,11,Cliente 011,Produto_03,Bebidas,101.01,1372.03
2024-02-28,Centro-Oeste,90,Cliente 090,Produto_10,Higiene,54.87,1692.94
2024-02-28,Norte,82,Cliente 082,Produto_08,Alimentos,12.58,3632.77
2024-02-28,Sudeste,11,Cliente 011,Produto_06,Alimentos,119.37,1372.03
2024-02-28,Sudeste,69,Cliente 069,Produto_02,Bebidas,214.19,3532.96
2024-02-28,Sudeste,33,Cliente 033,Produto_06,Alimentos,206.99,538.98
2024-02-28,Nordeste,6,Cliente 006,Produto_02,Bebidas,167.43,1648.8
2024-02-28,Nordeste,44,Cliente 044,Produto_11,Higiene,119.04,4340.18
2024-02-28,Sul,10,Cliente 010,Produto_06,Alimentos,90.34,4884.02
2024-02-28,Nordeste,67,Cliente 067,Produto_14,Limpeza,138.62,2091.75
2024-02-28,Centro-Oeste,8,Cliente 008,Produto_11,Higiene,117.12,3192.19
2024-02-28,Sudeste,50,Cliente 050,Produto_08,Alimentos,99.9,1356.13
2024-02-28,Centro-Oeste,8,Cliente 008,Produto_03,Bebidas,83.62,3192.19
2024-02-28,Norte,87,Cliente 087,Produto_09,Higiene,122.45,2068.87
2024-02-28,Sul,13,Cliente 013,Produto_14,Limpeza,118.71,3118.4
2024-02-28,Sudeste,29,Cliente 029,Produto_10,Higiene,48.93,6319.21
2024-02-28,Sudeste,51,Cliente 051,Produto_08,Alimentos,161.14,8133.11
2024-02-28,Norte,34,Cliente 034,Produto_12,Limpeza,174.56,2635.14
2024-02-28,Centro-Oeste,93,Cliente 093,Produto_11,Higiene,131.7,4060.47
2024-02-28,Centro-Oeste,112,Cliente 112,Produto_07,Alimentos,188.1,994.71
2024-02-28,Centro-Oeste,3,Cliente 003,Produto_13,Limpeza,160.18,2098.28
2024-02-28,Centro-Oeste,27,Cliente 027,Produto_08,Alimentos,190.93,5430.32
2024-02-28,Sudeste,66,Cliente 066,Produto_03,Bebidas,126.3,3555.53
2024-02-28,Norte,24,Cliente 024,Produto_09,Higiene,179.63,10947.0
2024-02-28,Norte,111,Cliente 111,Produto_06,Alimentos,76.63,4320.1
2024-02-28,Sul,4,Cliente 004,Produto_10,Higiene,248.85,3257.27
2024-02-28,Norte,39,Cliente 039,Produto_02,Bebidas,78.31,4429.44
2024-02-28,Norte,46,Cliente 046,Produto_10,Higiene,38.83,3120.34
2024-02-28,Sul,48,Cliente 048,Produto_09,Higiene,245.58,2977.27
2024-02-28,Norte,119,Cliente 119,Produto_13,Limpeza,130.63,2637.62
2024-02-28,Sul,13,Cliente 013,Produto_04,Bebidas,272.15,3118.4
2024-02-28,Centro-Oeste,94,Cliente 094,Produto_04,Bebidas,50.33,2589.29
2024-02-28,Nordeste,47,Cliente 047,Produto_10,Higiene,90.52,1400.82
2024-02-28,Norte,56,Cliente 056,Produto_07,Alimentos,25.92,3387.57
2024-02-28,Norte,102,Cliente 102,Produto_14,Limpeza,217.79,1688.45
2024-02-28,Nordeste,99,Cliente 099,Produto_14,Limpeza,5.0,2284.33
2024-02-29,Nordeste,104,Cliente 104,Produto_10,Higiene,11.08,766.96
2024-02-29,Norte,92,Cliente 092,Produto_05,Alimentos,87.15,1354.9
2024-02-29,Nordeste,21,Cliente 021,Produto_04,Bebidas,118.1,321.16
2024-02-29,Sul,113,Cliente 113,Produto_12,Limpeza,170.87,7180.73
2024-02-29,Sul,2,Cliente 002,Produto_10,Higiene,179.7,1964.53
2024-02-29,Sudeste,59,Cliente 059,Produto_12,Limpeza,129.63,2353.65
2024-02-29,Norte,46,Cliente 046,Produto_03,Bebidas,108.98,3120.34
2024-02-29,Sul,106,Cliente 106,Produto_01,Bebidas,70.66,9272.59
2024-02-29,Centro-Oeste,26,Cliente 026,Produto_02,Bebidas,95.21,3130.59
2024-02-29,Sudeste,51,Cliente 051,Produto_04,Bebidas,223.53,8133.11
2024-02-29,Nordeste,45,Cliente 045,Produto_06,Alimentos,99.59,3653.07
2024-02-29,Centro-Oeste,90,Cliente 090,Produto_07,Alimentos,64.32,1692.94
2024-02-29,Norte,46,Cliente 046,Produto_04,Bebidas,291.62,3120.34
2024-02-29,Sudeste,43,Cliente 043,Produto_13,Limpeza,91.52,3037.79
2024-02-29,Sudeste,78,Cliente 078,Produto_02,Bebidas,200.45,875.58
2024-02-29,Centro-Oeste,9,Cliente 009,Produto_09,Higiene,26.87,2692.74
2024-02-29,Sudeste,1,Cliente 001,Produto_05,Alimentos,69.91,2672.38
2024-02-29,Sudeste,51,Cliente 051,Produto_13,Limpeza,58.53,8133.11
2024-02-29,Norte,92,Cliente 092,Produto_04,Bebidas,102.97,1354.9
2024-02-29,Norte,25,Cliente 025,Produto_04,Bebidas,121.91,2145.69
2024-02-29,Sudeste,41,Cliente 041,Produto_07,Alimentos,127.79,500.37
2024-02-29,Sudeste,78,Cliente 078,Produto_11,Higiene,135.46,875.58
2024-02-29,Norte,88,Cliente 088,Produto_06,Alimentos,197.72,10194.8
2024-02-29,Sudeste,43,Cliente 043,Produto_04,Bebidas,156.67,3037.79
2024-02-29,Nordeste,120,Cliente 120,Produto_09,Higiene,81.92,1825.61
2024-02-29,Nordeste,21,Cliente 021,Produto_05,Alimentos,151.39,321.16
2024-02-29,Nordeste,67,Cliente 067,Produto_12,Limpeza,169.64,2091.75
2024-02-29,Centro-Oeste,27,Cliente 027,Produto_05,Alimentos,67.4,5430.32
2024-02-29,Sul,113,Cliente 113,Produto_02,Bebidas,135.87,7180.73
2024-02-29,Sudeste,70,Cliente 070,Produto_14,Limpeza,95.22,2361.6
2024-02-29,Sudeste,32,Cliente 032,Produto_11,Higiene,101.35,1555.9
2024-03-01,Norte,95,Cliente 095,Produto_14,Limpeza,124.78,1438.57
2024-03-01,Sudeste,66,Cliente 066,Produto_13,Limpeza,72.32,3555.53
2024-03-01,Sudeste,30,Cliente 030,Produto_06,Alimentos,124.96,649.37
2024-03-01,Sudeste,62,Cliente 062,Produto_03,Bebidas,242.46,6503.29
2024-03-01,Sudeste,79,Cliente 079,Produto_07,Alimentos,149.04,5238.49
2024-03-01,Sul,10,Cliente 010,Produto_04,Bebidas,164.44,4884.02
2024-03-01,Sul,38,Cliente 038,Produto_05,Alimentos,16.61,1926.75
2024-03-01,Sul,113,Cliente 113,Produto_11,Higiene,80.47,7180.73
2024-03-01,Sudeste,57,Cliente 057,Produto_07,Alimentos,96.69,2054.28
2024-03-01,Sul,48,Cliente 048,Produto_14,Limpeza,225.86,2977.27
2024-03-01,Nordeste,45,Cliente 045,Produto_02,Bebidas,143.3,3653.07
2024-03-01,Centro-Oeste,26,Cliente 026,Produto_09,Higiene,53.56,3130.59
2024-03-01,Nordeste,45,Cliente 045,Produto_09,Higiene,202.05,3653.07
2024-03-01,Sudeste,52,Cliente 052,Produto_04,Bebidas,98.65,3534.41
2024-03-01,Nordeste,64,Cliente 064,Produto_10,Higiene,125.66,1180.38
2024-03-01,Sul,38,Cliente 038,Produto_03,Bebidas,97.98,1926.75
2024-03-01,Sudeste,43,Cliente 043,Produto_13,Limpeza,104.2,3037.79
2024-03-01,Sul,2,Cliente 002,Produto_09,Higiene,63.43,1964.53
2024-03-01,Sudeste,108,Cliente 108,Produto_13,Limpeza,118.78,5843.4
2024-03-01,Centro-Oeste,112,Cliente 112,Produto_12,Limpeza,152.73,994.71
2024-03-01,Nordeste,61,Cliente 061,Produto_02,Bebidas,109.02,2525.26
2024-03-01,Sudeste,80,Cliente 080,Produto_13,Limpeza,200.03,5146.29
2024-03-01,Centro-Oeste,118,Cliente 118,Produto_04,Bebidas,51.16,3505.88
2024-03-01,Nordeste,47,Cliente 047,Produto_07,Alimentos,108.66,1400.82
2024-03-01,Sul,4,Cliente 004,Produto_14,Limpeza,71.84,3257.27
2024-03-01,Sudeste,70,Cliente 070,Produto_09,Higiene,158.12,2361.6
2024-03-01,Centro-Oeste,7,Cliente 007,Produto_13,Limpeza,129.54,4724.66
2024-03-01,Sudeste,20,Cliente 020,Produto_12,Limpeza,133.49,2358.59
2024-03-01,Centro-Oeste,9,Cliente 009,Produto_10,Higiene,180.26,2692.74
2024-03-01,Sudeste,15,Cliente 015,Produto_08,Alimentos,104.29,638.77
2024-03-01,Nordeste,58,Cliente 058,Produto_10,Higiene,67.56,1306.03
2024-03-01,Centro-Oeste,114,Cliente 114,Produto_03,Bebidas,212.06,627.32
2024-03-01,Sudeste,78,Cliente 078,Produto_11,Higiene,96.45,875.58
2024-03-01,Nordeste,98,Cliente 098,Produto_12,Limpeza,48.92,1257.91
2024-03-01,Centro-Oeste,93,Cliente 093,Produto_03,Bebidas,223.46,4060.47
2024-03-01,Nordeste,68,Cliente 068,Produto_10,Higiene,79.56,4153.22
2024-03-01,Nordeste,64,Cliente 064,Produto_10,Higiene,172.54,1180.38
2024-03-01,Norte,88,Cliente 088,Produto_10,Higiene,122.98,10194.8
2024-03-01,Nordeste,99,Cliente 099,Produto_10,Higiene,148.62,2284.33
2024-03-01,Sul,113,Cliente 113,Produto_13,Limpeza,113.49,7180.73
2024-03-01,Sul,36,Cliente 036,Produto_05,Alimentos,163.46,6862.81
2024-03-01,Nordeste,14,Cliente 014,Produto_03,Bebidas,126.97,3040.37
2024-03-01,Sul,97,Cliente 097,Produto_10,Higiene,234.63,2878.73
2024-03-01,Sudeste,70,Cliente 070,Produto_09,Higiene,155.76,2361.6
2024-03-01,Centro-Oeste,26,Cliente 026,Produto_13,Limpeza,179.7,3130.59
2024-03-01,Centro-Oeste,107,Cliente 107,Produto_09,Higiene,12.43,5079.71
2024-03-02,Nordeste,6,Cliente 006,Produto_06,Alimentos,188.59,1648.8
2024-03-02,Sudeste,15,Cliente 015,Produto_06,Alimentos,183.9,638.77
2024-03-02,Norte,111,Cliente 111,Produto_07,Alimentos,75.89,4320.1
2024-03-02,Sudeste,33,Cliente 033,Produto_14,Limpeza,63.27,538.98
2024-03-02,Nordeste,14,Cliente 014,Produto_05,Alimentos,192.39,3040.37
2024-03-02,Nordeste,104,Cliente 104,Produto_07,Alimentos,183.81,766.96
2024-03-02,Norte,24,Cliente 024,Produto_10,Higiene,172.69,10947.0
2024-03-02,Norte,71,Cliente 071,Produto_13,Limpeza,118.7,1192.59
2024-03-02,Norte,102,Cliente 102,Produto_08,Alimentos,106.24,1688.45
2024-03-02,Sul,36,Cliente 036,Produto_11,Higiene,34.76,6862.81
2024-03-02,Nordeste,120,Cliente 120,Produto_09,Higiene,187.91,1825.61
2024-03-02,Centro-Oeste,118,Cliente 118,Produto_04,Bebidas,86.8,3505.88
2024-03-02,Nordeste,60,Cliente 060,Produto_05,Alimentos,175.45,3220.54
2024-03-02,Nordeste,64,Cliente 064,Produto_09,Higiene,98.81,1180.38
2024-03-02,Sudeste,17,Cliente 017,Produto_14,Limpeza,22.79,2200.5
2024-03-02,Sudeste,11,Cliente 011,Produto_14,Limpeza,158.53,1372.03
2024-03-02,Sul,73,Cliente 073,Produto_03,Bebidas,148.39,2937.93
2024-03-02,Sul,48,Cliente 048,Produto_07,Alimentos,74.15,2977.27
2024-03-02,Sul,116,Cliente 116,Produto_03,Bebidas,55.21,622.92
2024-03-02,Sudeste,17,Cliente 017,Produto_07,Alimentos,133.36,2200.5
2024-03-02,Norte,71,Cliente 071,Produto_11,Higiene,127.84,1192.59
2024-03-02,Sul,10,Cliente 010,Produto_03,Bebidas,148.88,4884.02
2024-03-02,Sudeste,103,Cliente 103,Produto_06,Alimentos,179.86,1436.25
2024-03-02,Nordeste,58,Cliente 058,Produto_12,Limpeza,147.78,1306.03
2024-03-02,Sudeste,62,Cliente 062,Produto_06,Alimentos,160.37,6503.29
2024-03-02,Sul,75,Cliente 075,Produto_05,Alimentos,165.71,1149.31
2024-03-02,Sul,10,Cliente 010,Produto_13,Limpeza,207.83,4884.02
2024-03-02,Centro-Oeste,110,Cliente 110,Produto_06,Alimentos,185.24,3461.7
2024-03-02,Sudeste,32,Cliente 032,Produto_01,Bebidas,103.47,1555.9
2024-03-02,Norte,111,Cliente 111,Produto_13,Limpeza,193.58,4320.1
2024-03-02,Sul,2,Cliente 002,Produto_13,Limpeza,77.38,1964.53
2024-03-02,Norte,24,Cliente 024,Produto_09,Higiene,113.25,10947.0
2024-03-02,Nordeste,98,Cliente 098,Produto_05,Alimentos,106.31,1257.91
2024-03-02,Norte,77,Cliente 077,Produto_08,Alimentos,170.32,2614.42
2024-03-02,Sul,2,Cliente 002,Produto_13,Limpeza,110.13,1964.53
2024-03-02,Sul,116,Cliente 116,Produto_10,Higiene,128.75,622.92
2024-03-02,Centro-Oeste,7,Cliente 007,Produto_08,Alimentos,130.63,4724.66
2024-03-02,Norte,88,Cliente 088,Produto_02,Bebidas,138.14,10194.8
2024-03-02,Centro-Oeste,107,Cliente 107,Produto_05,Alimentos,168.92,5079.71
2024-03-02,Centro-Oeste,110,Cliente 110,Produto_03,Bebidas,42.48,3461.7
2024-03-02,Norte,88,Cliente 088,Produto_07,Alimentos,132.48,10194.8
2024-03-02,Nordeste,98,Cliente 098,Produto_11,Higiene,200.04,1257.91
2024-03-02,Nordeste,68,Cliente 068,Produto_04,Bebidas,181.04,4153.22
2024-03-02,Norte,46,Cliente 046,Produto_04,Bebidas,122.56,3120.34
2024-03-02,Centro-Oeste,91,Cliente 091,Produto_02,Bebidas,193.58,5257.22
2024-03-03,Norte,46,Cliente 046,Produto_13,Limpeza,17.26,3120.34
2024-03-03,Nordeste,67,Cliente 067,Produto_04,Bebidas,37.07,2091.75
2024-03-03,Norte,19,Cliente 019,Produto_06,Alimentos,173.33,3032.65
2024-03-03,Sul,48,Cliente 048,Produto_06,Alimentos,109.37,2977.27
2024-03-03,Sudeste,69,Cliente 069,Produto_06,Alimentos,27.9,3532.96
2024-03-03,Sul,116,Cliente 116,Produto_02,Bebidas,5.0,622.92
2024-03-03,Nordeste,44,Cliente 044,Produto_08,Alimentos,57.16,4340.18
2024-03-03,Norte,88,Cliente 088,Produto_13,Limpeza,172.9,10194.8
2024-03-03,Sudeste,89,Cliente 089,Produto_03,Bebidas,54.38,347.23
2024-03-03,Nordeste,58,Cliente 058,Produto_06,Alimentos,54.77,1306.03
2024-03-03,Nordeste,117,Cliente 117,Produto_14,Limpeza,175.31,1040.31
2024-03-03,Nordeste,98,Cliente 098,Produto_07,Alimentos,144.01,1257.91
2024-03-03,Sudeste,79,Cliente 079,Produto_14,Limpeza,15.65,5238.49
2024-03-03,Sul,84,Cliente 084,Produto_07,Alimentos,126.46,4839.84
2024-03-03,Sudeste,52,Cliente 052,Produto_11,Higiene,160.15,3534.41
2024-03-03,Centro-Oeste,91,Cliente 091,Produto_10,Higiene,107.34,5257.22
2024-03-03,Norte,100,Cliente 100,Produto_13,Limpeza,106.96,3610.95
2024-03-03,Sudeste,15,Cliente 015,Produto_10,Higiene,58.93,638.77
2024-03-03,Norte,92,Cliente 092,Produto_06,Alimentos,146.54,1354.9
2024-03-03,Sudeste,15,Cliente 015,Produto_14,Limpeza,180.94,638.77
2024-03-03,Centro-Oeste,93,Cliente 093,Produto_10,Higiene,218.11,4060.47
2024-03-03,Sudeste,57,Cliente 057,Produto_03,Bebidas,220.59,2054.28
2024-03-03,Sudeste,79,Cliente 079,Produto_08,Alimentos,108.05,5238.49
2024-03-03,Sudeste,23,Cliente 023,Produto_06,Alimentos,91.04,2618.46
2024-03-03,Nordeste,61,Cliente 061,Produto_07,Alimentos,85.79,2525.26
2024-03-03,Sudeste,62,Cliente 062,Produto_07,Alimentos,144.1,6503.29
2024-03-03,Norte,88,Cliente 088,Produto_03,Bebidas,282.95,10194.8
2024-03-03,Norte,88,Cliente 088,Produto_13,Limpeza,131.19,10194.8
2024-03-03,Norte,105,Cliente 105,Produto_11,Higiene,88.6,4731.94
2024-03-03,Norte,95,Cliente 095,Produto_02,Bebidas,141.76,1438.57
2024-03-03,Sul,116,Cliente 116,Produto_03,Bebidas,176.53,622.92
2024-03-03,Sul,4,Cliente 004,Produto_10,Higiene,229.92,3257.27
2024-03-03,Centro-Oeste,55,Cliente 055,Produto_07,Alimentos,198.88,4868.09
2024-03-03,Nordeste,76,Cliente 076,Produto_03,Bebidas,35.21,2809.66
2024-03-03,Norte,77,Cliente 077,Produto_02,Bebidas,79.91,2614.42
2024-03-03,Sudeste,51,Cliente 051,Produto_08,Alimentos,113.11,8133.11
2024-03-03,Sudeste,33,Cliente 033,Produto_01,Bebidas,129.78,538.98
2024-03-03,Sul,113,Cliente 113,Produto_02,Bebidas,205.13,7180.73
2024-03-03,Centro-Oeste,9,Cliente 009,Produto_14,Limpeza,181.0,2692.74
2024-03-03,Sul,2,Cliente 002,Produto_08,Alimentos,104.97,1964.53
2024-03-03,Sul,18,Cliente 018,Produto_13,Limpeza,49.21,3366.91
2024-03-03,Centro-Oeste,114,Cliente 114,Produto_05,Alimentos,87.82,627.32
2024-03-04,Nordeste,6,Cliente 006,Produto_12,Limpeza,96.19,1648.8
2024-03-04,Sul,36,Cliente 036,Produto_02,Bebidas,107.09,6862.81
2024-03-04,Sudeste,57,Cliente 057,Produto_13,Limpeza,37.46,2054.28
2024-03-04,Norte,119,Cliente 119,Produto_10,Higiene,162.39,2637.62
2024-03-04,Sul,63,Cliente 063,Produto_10,Higiene,82.98,3917.87
2024-03-04,Norte,46,Cliente 046,Produto_04,Bebidas,164.2,3120.34
2024-03-04,Centro-Oeste,112,Cliente 112,Produto_11,Higiene,191.88,994.71
2024-03-04,Centro-Oeste,112,Cliente 112,Produto_03,Bebidas,125.89,994.71
2024-03-04,Centro-Oeste,96,Cliente 096,Produto_05,Alimentos,122.77,271.52
2024-03-04,Centro-Oeste,26,Cliente 026,Produto_06,Alimentos,95.48,3130.59
2024-03-04,Centro-Oeste,107,Cliente 107,Produto_04,Bebidas,160.29,5079.71
2024-03-04,Nordeste,28,Cliente 028,Produto_09,Higiene,213.15,4257.11
2024-03-04,Sudeste,15,Cliente 015,Produto_04,Bebidas,116.16,638.77
2024-03-04,Sul,48,Cliente 048,Produto_14,Limpeza,105.1,2977.27
2024-03-04,Sudeste,50,Cliente 050,Produto_03,Bebidas,200.34,1356.13
2024-03-04,Norte,24,Cliente 024,Produto_03,Bebidas,5.0,10947.0
2024-03-04,Sul,2,Cliente 002,Produto_13,Limpeza,103.93,1964.53
2024-03-04,Sudeste,66,Cliente 066,Produto_02,Bebidas,113.55,3555.53
2024-03-04,Norte,119,Cliente 119,Produto_06,Alimentos,13.78,2637.62
2024-03-04,Sudeste,43,Cliente 043,Produto_11,Higiene,80.21,3037.79
2024-03-04,Norte,77,Cliente 077,Produto_06,Alimentos,95.73,2614.42
2024-03-04,Nordeste,16,Cliente 016,Produto_09,Higiene,187.77,1770.69
2024-03-04,Sudeste,53,Cliente 053,Produto_01,Bebidas,205.32,1047.69
2024-03-04,Centro-Oeste,55,Cliente 055,Produto_04,Bebidas,85.99,4868.09
2024-03-04,Sudeste,79,Cliente 079,Produto_08,Alimentos,41.16,5238.49
2024-03-04,Sudeste,103,Cliente 103,Produto_04,Bebidas,126.43,1436.25
2024-03-04,Sudeste,66,Cliente 066,Produto_01,Bebidas,47.47,3555.53
2024-03-04,Norte,100,Cliente 100,Produto_12,Limpeza,237.86,3610.95
2024-03-04,Norte,88,Cliente 088,Produto_10,Higiene,90.12,10194.8
2024-03-05,Sul,116,Cliente 116,Produto_04,Bebidas,7.92,622.92
2024-03-05,Norte,19,Cliente 019,Produto_11,Higiene,71.69,3032.65
2024-03-05,Norte,115,Cliente 115,Produto_09,Higiene,151.23,6458.49
2024-03-05,Sul,81,Cliente 081,Produto_12,Limpeza,186.14,3635.87
2024-03-05,Sudeste,69,Cliente 069,Produto_13,Limpeza,120.98,3532.96
2024-03-05,Sul,5,Cliente 005,Produto_10,Higiene,69.33,1238.45
2024-03-05,Nordeste,21,Cliente 021,Produto_10,Higiene,77.35,321.16
2024-03-05,Centro-Oeste,26,Cliente 026,Produto_10,Higiene,76.45,3130.59
2024-03-05,Sul,22,Cliente 022,Produto_14,Limpeza,88.44,2449.01
2024-03-05,Sudeste,53,Cliente 053,Produto_13,Limpeza,131.98,1047.69
2024-03-05,Sudeste,15,Cliente 015,Produto_13,Limpeza,97.23,638.77
2024-03-05,Sul,13,Cliente 013,Produto_01,Bebidas,224.73,3118.4
2024-03-05,Centro-Oeste,9,Cliente 009,Produto_02,Bebidas,226.53,2692.74
2024-03-05,Centro-Oeste,26,Cliente 026,Produto_01,Bebidas,131.94,3130.59
2024-03-05,Centro-Oeste,27,Cliente 027,Produto_14,Limpeza,29.77,5430.32
2024-03-05,Centro-Oeste,110,Cliente 110,Produto_14,Limpeza,229.81,3461.7
2024-03-05,Sudeste,52,Cliente 052,Produto_05,Alimentos,211.46,3534.41
2024-03-05,Nordeste,74,Cliente 074,Produto_14,Limpeza,51.74,780.38
2024-03-05,Nordeste,120,Cliente 120,Produto_14,Limpeza,121.23,1825.61
2024-03-05,Sudeste,108,Cliente 108,Produto_09,Higiene,84.43,5843.4
2024-03-05,Sudeste,108,Cliente 108,Produto_03,Bebidas,65.0,5843.4
2024-03-05,Centro-Oeste,55,Cliente 055,Produto_04,Bebidas,186.06,4868.09
2024-03-05,Sul,84,Cliente 084,Produto_05,Alimentos,130.93,4839.84
2024-03-05,Sul,22,Cliente 022,Produto_14,Limpeza,127.55,2449.01
2024-03-05,Sudeste,103,Cliente 103,Produto_07,Alimentos,268.28,1436.25
2024-03-05,Nordeste,58,Cliente 058,Produto_11,Higiene,38.04,1306.03
2024-03-05,Sudeste,29,Cliente 029,Produto_01,Bebidas,11.96,6319.21
